baseline wavenumber (cm-1),baseline absorbance (cm-1),baseline-subtracted absorbance (cm-1)
3660.29,0.0562091736489,-0.0130865763189
3662.219,0.0556301111344,-0.0236345844691
3664.147,0.0550513488079,-0.0226685991049
3666.076,0.0544722862934,-0.00897812259733
3668.004,0.0538935239669,-0.00851329051474
3669.933,0.0533144614524,-0.0114625707696
3671.861,0.0527356991259,-0.00199235670611
3673.79,0.0521566366114,0.00941007898232
3675.718,0.0515778742849,0.0272468269103
3677.647,0.0509988117705,0.00664954218215
3679.575,0.0504200494439,-0.0053379218141
3681.504,0.0498409869295,-0.00371286782694
3683.432,0.0492622246029,-0.00871004734706
3685.361,0.0486831620885,-0.0143981966869
3687.289,0.048104399762,-0.00335113213073
3689.218,0.0475253372475,0.0244383868037
3691.146,0.046946574921,0.0113864089331
3693.075,0.0463675124065,-0.009908785909
